Row,hsa-mir-33a,hsa-mir-9-1,hsa-mir-31,hsa-mir-369,hsa-mir-361,hsa-mir-381,hsa-mir-193b,hsa-mir-9-2,hsa-mir-99b,hsa-mir-574,hsa-mir-155,hsa-mir-2110,hsa-mir-1978,hsa-let-7a-1,hsa-mir-365-2,hsa-mir-193a,hsa-mir-511-2,hsa-mir-497,hsa-mir-627,hsa-mir-1271,hsa-mir-1275,hsa-mir-1180,hsa-mir-33b,hsa-mir-423,hsa-mir-24-1,hsa-mir-1249,hsa-mir-370,hsa-mir-103-1,hsa-mir-107,hsa-mir-214,hsa-mir-199a-1,hsa-mir-326,hsa-mir-10b,hsa-let-7e,hsa-mir-376c,hsa-mir-664,hsa-mir-191,hsa-mir-940,hsa-mir-301a,hsa-mir-378,hsa-mir-1977,hsa-mir-455,hsa-mir-330,hsa-mir-17,hsa-mir-376b,hsa-mir-616,hsa-mir-92b,hsa-mir-324,hsa-mir-663,hsa-mir-200c,hsa-mir-188,hsa-mir-433,hsa-mir-1287,hsa-mir-337,hsa-mir-589,hsa-mir-125a,hsa-mir-20b,hsa-mir-125b-1,hsa-mir-382,hsa-mir-219-1,hsa-mir-148a,hsa-mir-421,hsa-mir-127,hsa-mir-320a,hsa-mir-92a-2,hsa-mir-363,hsa-mir-96,hsa-mir-502,hsa-mir-1227,hsa-mir-579,hsa-mir-195,hsa-mir-27b,hsa-mir-429,hsa-mir-99a,hsa-mir-582,hsa-mir-452,hsa-mir-708,hsa-mir-1269,hsa-mir-197,hsa-mir-639,hsa-mir-432,hsa-mir-545,hsa-mir-136,hsa-mir-192,hsa-mir-301b,hsa-mir-1277,hsa-mir-451,hsa-mir-190,hsa-mir-663b,hsa-mir-132,hsa-mir-147b,hsa-mir-28,hsa-mir-196b,hsa-mir-485,hsa-mir-744,hsa-mir-199a-2,hsa-mir-939,hsa-mir-27a,hsa-mir-511-1,hsa-mir-93,hsa-mir-15b,hsa-mir-887,hsa-mir-30e,hsa-mir-1247,hsa-mir-19b-1,hsa-mir-24-2,hsa-mir-365-1,hsa-mir-374b,hsa-mir-598,hsa-mir-18a,hsa-mir-29b-1,hsa-mir-30c-1,hsa-mir-624,hsa-mir-495,hsa-mir-671,hsa-mir-493,hsa-mir-503,hsa-mir-412,hsa-mir-450b,hsa-mir-659,hsa-mir-409,hsa-mir-103-2,hsa-mir-652,hsa-mir-16-1,hsa-mir-139,hsa-mir-29b-2,hsa-mir-551b,hsa-mir-146a,hsa-mir-542,hsa-mir-769,hsa-mir-210,hsa-mir-181a-1,hsa-let-7f-1,hsa-mir-128-1,hsa-mir-505,hsa-mir-379,hsa-mir-149,hsa-mir-23a,hsa-mir-200a,hsa-mir-509-3,hsa-mir-148b,hsa-mir-675,hsa-mir-29c,hsa-mir-183,hsa-mir-338,hsa-mir-133a-1,hsa-mir-1306,hsa-mir-19a,hsa-mir-30c-2,hsa-mir-424,hsa-mir-331,hsa-mir-592,hsa-mir-625,hsa-mir-758,hsa-mir-1226,hsa-mir-889,hsa-let-7i,hsa-mir-1259,hsa-mir-766,hsa-mir-141,hsa-let-7a-2,hsa-mir-185,hsa-mir-26a-1,hsa-mir-552,hsa-let-7c,hsa-mir-642,hsa-mir-376a-1,hsa-mir-152,hsa-mir-217,hsa-mir-877,hsa-let-7f-2,hsa-mir-181a-2,hsa-mir-215,hsa-mir-194-1,hsa-mir-134,hsa-mir-182,hsa-let-7a-3,hsa-mir-339,hsa-mir-362,hsa-mir-450a-1,hsa-mir-509-2,hsa-mir-590,hsa-mir-942,hsa-let-7d,hsa-mir-142,hsa-mir-328,hsa-mir-100,hsa-mir-653,hsa-mir-628,hsa-mir-1-2,hsa-mir-18b,hsa-let-7b,hsa-mir-30b,hsa-mir-550-2,hsa-let-7g,hsa-mir-508,hsa-mir-494,hsa-mir-126,hsa-mir-1976,hsa-mir-320b-2
TCGA.AA.3989.01A,-0.515094,-0.338418,-0.472292,1.513382,-1.073245,0.494614,-0.474906,-0.357852,-0.923473,-1.144833,-0.215895,-0.598086,-0.830861,-0.845401,0.022808,-1.190182,0.214074,-0.135117,-0.513416,0.512684,-0.363116,-0.928526,-0.11869,-1.487909,-1.221101,-0.293136,-0.173412,-1.14088,-1.524326,-0.503386,0.114655,-0.766028,0.993466,-0.114554,-0.07272,-0.50982,-0.197406,-0.851383,-0.653638,0.361695,-0.597618,-0.607581,-0.677787,-0.39462,-0.166895,-0.151119,-1.007212,-0.858139,-0.266297,-0.082814,-0.519107,-0.092334,-0.229992,0.136289,-1.195126,-0.767749,-0.249753,-0.947109,0.099146,-0.477787,2.387077,-0.470709,0.268817,-0.266483,-0.514044,-0.636273,1.431743,-0.822953,-0.404268,0.161867,-0.707526,-0.920572,0.162346,-0.503147,-0.419764,-0.845908,0.548687,1.195706,-0.930554,-0.533341,-0.177817,0.28074,0.998518,0.10623,-0.372607,-0.397773,-0.813225,-0.583795,-0.174317,-0.816282,-0.839208,-1.151387,-0.927116,0.263688,-0.471089,0.079836,-0.816825,-0.633552,0.255385,0.037079,-1.14767,-0.376327,-0.166183,-0.31972,-0.250844,-1.035729,0.039417,-0.391266,-0.806427,-0.601972,0.035423,-0.700666,-0.553914,0.18523,-1.247388,0.169869,0.299295,0.185012,1.946905,-0.629872,0.221293,-0.370869,-0.844701,-2.038873,-0.939166,-0.023757,-0.633121,-0.200357,1.070838,-1.255718,-0.19735,0.866379,-0.02107,-0.440387,-0.813386,0.171051,-0.402842,-0.230222,-0.148706,-0.131015,-0.103583,-0.442427,-0.283919,0.101445,-0.856663,-0.358285,-0.865864,0.369778,-0.425194,-0.033949,-0.428997,-0.047991,-0.758226,0.129833,-0.344412,0.074656,-1.123808,-0.243175,-0.47458,-0.283983,-0.834119,-0.765967,-0.496059,0.312797,-0.5115,-0.312177,-0.229926,-0.853159,0.567579,-0.263765,-0.454126,1.028352,-0.501597,0.499374,0.040232,0.475212,-0.823126,-0.87137,-0.433172,0.563069,-0.131163,-0.48268,-0.603092,-0.303195,-0.16967,-0.995655,-0.37686,-0.06813,-0.574721,-0.462144,-0.238912,-1.085897,-0.925281,-0.674868,-0.620632,-0.109537,-0.142094,-0.536074,-1.036334,-0.438431
TCGA.AA.3994.01A,-0.639252,-0.257368,-0.243464,-0.729167,-0.948825,-1.525895,-0.996992,-0.238324,-1.202307,-0.925744,-0.635738,-0.429826,-0.620007,-0.195136,-0.411426,-1.029086,-0.758729,-1.079045,-0.806663,-0.553655,-0.854717,-0.602519,-0.785863,-0.41868,-0.59076,-1.083569,-1.032292,-0.025402,-0.669795,-0.534681,-1.203389,-1.037766,-0.290153,-0.672438,-0.306552,-0.169679,-1.651351,-1.191728,-1.050499,-1.214591,-0.444961,-0.748078,-1.110209,-0.972292,0.052786,-0.954336,-0.647367,-0.739285,-0.323105,-0.786844,-0.756079,-0.73393,-1.240861,-0.757527,-0.79482,-1.167069,-0.244059,-0.584298,-1.314926,-0.778283,-1.08967,-0.261024,-1.337992,-0.245366,-0.545847,-0.319555,0.805384,-0.933912,-0.470463,-0.893572,-1.0417,-0.715992,-0.638841,-0.06234,-0.586954,-1.220946,-0.042071,0.549834,-1.104478,-0.972903,-0.319008,-1.155582,-0.863458,-1.583936,-0.986047,-0.406062,-0.098922,-0.369367,-0.357147,-0.569418,-1.013386,-0.987805,-0.869745,-0.592985,-1.370142,-1.292244,-1.342214,-0.421262,-0.697508,-0.103542,-0.978587,-0.291298,-1.692172,-0.617508,-0.957397,-0.722362,-0.186137,-0.3385,-0.304587,-0.976627,-0.601492,-0.205301,0.528398,-0.688504,-1.001275,-0.576857,-0.756915,-0.745739,-0.745665,-0.921487,-1.052648,-0.906672,-1.259768,-1.194647,-0.957658,-0.609094,-0.521806,-0.367674,-1.021556,-1.152117,-0.69416,-0.898812,-0.687808,-1.066822,-1.110251,-0.900423,-0.233746,-0.614607,-1.262036,-0.137271,-1.404905,-0.445178,-0.658906,0.034864,-0.59607,0.562618,-1.01547,-0.49644,-0.37911,-1.091212,-1.290885,-0.664226,-0.828633,-0.089281,-0.407242,-0.63862,-0.885426,-0.699605,-0.718582,-1.03624,-0.24994,-0.879851,-1.010396,-0.970065,-0.078685,-0.961084,0.123024,-1.226237,0.807769,-0.789412,-0.498026,0.804483,-0.483365,-1.640379,-1.182506,1.318083,-0.287324,-0.44896,0.060846,-0.814407,-0.135,-1.277821,-0.975846,-0.923599,-0.919534,-1.448242,0.189499,0.107778,-1.257841,1.548566,-0.927188,-0.591967,-0.812922,-0.861519,-1.168271,-0.112352,-0.345661,-0.925245,-0.979028,-0.639459
TCGA.AA.A01D.01A,-0.36761,-0.38877,0.695016,-0.125945,1.07025,0.984945,0.031786,-0.379653,3.4215,1.821515,-0.071158,0.741521,-0.48058,1.097137,-0.311174,-1.02667,-0.692819,-1.037478,0.480615,-1.115265,1.014746,0.341417,-0.224725,0.480276,0.033251,0.118777,0.711765,2.022723,1.909222,-0.675882,-0.57377,1.042014,-0.113716,2.110164,-0.074323,2.042154,0.482071,-0.076541,-0.93012,0.02988,-0.596091,1.419307,1.00236,1.434632,0.161643,-0.500302,-0.45779,0.09723,-0.312103,1.565966,0.365156,-0.646804,-0.658322,-0.295314,0.087682,1.933046,-0.26118,-0.024879,0.588681,0.372272,-1.025863,3.145574,0.477111,2.077737,2.42733,-0.302694,-0.067484,1.87673,-0.858676,0.839723,-0.992853,0.083915,2.112645,-0.275233,0.364369,0.676484,-0.148718,-0.437727,0.225971,-0.387854,-0.201622,0.454286,-0.388871,-0.284922,0.615366,-0.399258,0.533919,3.054016,-0.357147,-0.124212,-1.085225,1.423124,-0.827928,0.620565,0.204289,-0.602228,3.552768,-0.294091,-0.795872,1.541757,0.060755,1.129832,-0.171148,-0.623558,-0.162308,0.667885,-0.539425,-0.05968,-1.113623,1.426779,-0.292124,-0.195935,0.347478,0.745469,0.712048,0.745695,3.604336,-0.690663,4.653534,-1.008864,-0.021763,-0.635601,1.528443,0.881035,-0.346555,-0.352263,-0.980761,-0.65333,4.233495,-0.311097,0.027982,0.175061,1.386912,0.482064,-0.617801,0.179309,-0.390684,0.002194,1.448105,-0.119639,2.569431,0.794486,-0.55613,1.613145,1.22429,-0.265754,1.990517,2.845576,0.85867,0.888376,-0.385002,-0.722656,1.129474,0.519721,0.866564,0.52924,0.030411,0.726032,-0.152046,-0.292404,1.093785,2.330564,-0.440644,1.675153,-0.017843,0.056147,0.333545,0.780653,0.49225,1.245864,2.696502,0.372568,3.229352,1.505394,0.185939,1.43414,1.144621,-0.297371,0.521361,4.193136,-0.13294,-0.231898,-0.161034,1.558586,-1.211398,-0.24968,-0.032131,-0.441363,-0.828183,-0.241604,0.674498,0.897327,1.167653,-0.298296,-0.083711,-0.114346,-0.143489,-1.115449,1.545166,1.077459
TCGA.AA.3514.01A,-0.516996,-0.310398,-0.521664,-0.613186,-0.606635,-0.765634,-0.639134,-0.292734,1.524663,-0.25588,-1.024702,-0.179609,-0.293025,0.03048,-0.455538,0.8887,-0.383655,1.468261,-1.032804,0.828689,-0.037224,1.031295,-0.644924,-0.460194,0.70605,2.202502,-0.352983,0.079338,-0.371873,0.382507,0.680222,0.38621,5.167246,0.198986,-0.430415,-0.385079,-0.806908,0.18212,0.592986,-0.415208,-0.348268,0.755966,-1.022336,-0.814578,-0.113506,-0.413875,-0.077745,-0.356139,-0.302879,-1.114808,-0.345156,-0.987044,1.423619,-0.317633,-1.594809,0.21245,-0.209073,2.402502,0.053452,-0.334117,-1.286508,-0.88006,-0.081934,-0.494434,-0.74631,-0.285437,-0.490174,-0.873785,-0.791014,-1.138896,1.186571,-0.413722,-0.425023,2.487545,-0.591798,-0.917931,0.093721,1.139707,-0.353586,0.093075,-0.59354,0.311034,-0.016955,-0.812892,0.747694,-0.559034,-0.990546,-0.191628,-0.303404,-0.207323,-0.559835,-0.120427,0.354243,-0.308202,-0.493132,0.647844,-0.492803,-0.890654,-0.528013,-0.119189,-1.113664,-0.813441,-0.943764,0.486811,-0.595354,0.213039,-0.374371,-0.832444,-0.284645,-0.643759,-0.859641,-0.884053,-0.739614,0.130534,-1.123849,0.184866,-0.569388,0.313435,-0.519937,0.5268,-0.37203,-0.550863,-0.504656,-1.525346,1.244614,-0.918943,-0.381252,-0.629132,-0.502738,0.67306,-0.333397,-0.103645,-0.321225,-0.688452,-0.900169,-0.280188,-0.396329,-0.686716,-0.588855,-0.110159,-0.645611,-0.027894,-0.488074,0.197698,0.121657,1.904911,-0.551301,-0.84353,0.191367,-0.850687,-0.472119,1.040325,-0.337259,0.03746,0.564317,-0.299185,-0.142575,0.203647,-0.388224,-1.317441,0.162139,-0.605642,-0.187357,-0.990177,2.883192,-0.678589,-0.369321,0.829835,1.18326,0.137673,-0.147423,0.25415,-0.69133,-1.166328,0.002629,-0.534576,0.1859,-0.78133,-0.656928,-0.67372,-0.131213,-0.773435,-0.535806,-0.264112,-0.969042,1.048739,2.690543,0.336969,0.62115,2.007342,-0.706924,0.284944,-0.570785,-0.899865,-1.216212,-0.115095,0.026008,0.320926,-0.99672,-0.294358
TCGA.AA.3516.01A,-0.577067,-0.080261,3.676744,-0.753565,-0.046972,-0.489138,0.88657,-0.191752,0.495749,2.397677,0.685296,-0.378448,-0.27791,1.708949,-0.665862,-0.956054,-0.394407,0.487838,-0.265331,-0.478297,-0.854717,0.91327,-0.146886,1.756299,1.114835,-0.363047,-0.709478,1.899912,2.722282,-0.638829,-0.823474,-0.459096,0.643733,-0.07812,-0.437743,-1.216243,-0.320716,0.45145,-0.453362,0.711342,-0.612091,-0.369529,0.78001,0.848232,-0.852967,0.506015,1.354982,1.124104,-0.355067,0.316623,-0.531401,-0.987044,0.068601,-0.629406,1.950178,-0.766777,-0.113906,-0.742633,-0.27881,-0.517552,0.526827,-0.745304,-0.748021,-0.386811,0.009761,-0.579928,-0.589533,-0.172806,0.337098,1.232534,-0.730866,-0.661382,-0.297598,-0.941086,1.547523,-0.842038,-0.358278,-0.42422,1.618591,-0.271706,-0.490067,-1.155582,-0.606806,0.052255,1.631156,-0.568084,-0.60274,-0.651376,-0.357147,0.837973,-0.768217,-0.352637,-0.408489,-0.317979,0.62791,-0.829039,-0.504104,-0.849955,-0.340642,0.921338,0.445431,-0.206447,-0.836276,-0.617018,1.269822,1.521222,-0.383694,-0.791818,0.550766,0.58954,1.585959,0.495574,-1.2137,-0.040197,2.259691,-0.746777,-0.759453,-0.562039,-0.418555,0.0445,-0.770116,-0.731528,0.240478,1.163033,0.065963,1.283623,-0.093461,-0.215197,-0.819246,0.843678,1.448369,-0.524194,0.04367,0.084099,0.411737,-0.939671,-0.015737,0.225273,1.153417,-0.041047,1.008301,-0.340893,-0.617874,0.552118,-0.056844,-0.365703,1.067701,0.547718,0.550258,-1.045046,-0.569579,-0.7141,0.083986,-0.152685,0.547197,-0.782205,2.207332,0.238173,0.561434,0.170132,1.646956,0.769639,1.718166,-1.084341,-0.857687,3.968057,-0.570536,-0.977241,-0.701958,-0.484495,0.352616,-0.854881,-0.124586,-1.06957,-0.526027,-0.37108,1.706271,-0.633352,-0.691454,-1.036729,-0.044572,1.030197,-0.594856,0.460168,0.159326,0.73802,-0.498701,-0.407165,0.125469,-0.398167,-1.024408,1.541852,-0.063081,-0.902133,0.469397,-0.095681,-0.302164,-0.224881,1.517615,0.326319
TCGA.AA.3517.01A,-0.706338,0.060239,-0.212352,-0.222116,-0.102056,-0.862902,-0.596429,0.095931,-0.790631,-0.050119,-0.629607,-0.774455,-0.861566,-1.096106,-0.194066,-0.079777,-0.491292,0.779189,-0.39556,0.135671,-0.098864,-0.502124,-0.623743,-0.298604,-0.906353,-0.408392,-0.76304,-0.363469,-1.103916,-0.582246,-0.658677,-0.155232,-0.294439,-0.715567,-0.302192,0.325042,-0.844524,-0.46948,-1.003479,-0.236072,-0.853448,-0.54185,-0.22869,-1.029069,-0.397164,-0.614319,-0.645219,-0.384974,-0.258561,2.370449,-0.402967,-0.413858,-0.804475,-0.245933,-0.912734,-0.459511,-0.18947,-0.394161,-0.933628,-0.399779,2.587264,-1.109653,-0.891845,-0.540518,-0.390168,-0.387122,2.556827,-0.796117,-0.642898,0.157379,0.855238,-0.81389,0.600776,0.08835,-0.619937,-0.648112,-0.618089,1.381783,-0.760009,-0.315835,-0.618262,-0.703572,-0.58537,0.805091,-0.801806,-0.138617,-0.53731,-0.109121,-0.23292,-0.562099,-0.769967,0.289052,-0.11961,-0.53346,-0.529762,-0.679738,-0.164168,-0.868304,-0.710015,-0.011497,-0.81246,-0.139751,0.582964,-0.617479,-0.665792,-1.110102,-0.427207,-0.240771,-0.757076,-0.962174,0.054335,0.162844,-0.99453,-0.3247,0.399742,-0.809022,-0.62308,-0.422634,-0.803084,-0.492647,-0.81379,-0.692003,-0.366765,-0.913113,1.004229,0.075664,-0.218591,0.463003,-1.064839,-0.945874,-0.372155,0.665528,-0.800546,-0.803958,-0.803923,-1.076981,-0.366087,-1.194679,0.65446,-0.112436,-0.137598,-0.372719,-0.079375,0.836915,2.510652,0.260897,-0.724909,-0.827596,-0.368622,-1.097458,-0.370472,-0.285759,-0.124475,-0.736354,-0.187081,-0.82533,-0.895826,-0.176687,0.325861,1.586998,-1.10731,-1.037487,-0.380303,-0.060363,-0.43384,0.365621,-0.685488,-1.055563,3.271052,-0.646548,-1.249247,0.226056,-0.199894,0.06841,-1.047823,1.931216,-1.082927,0.401481,-0.37974,-0.86891,-0.107105,-0.733482,-0.373137,-0.732206,0.159979,0.25934,-0.04712,0.159596,-0.080025,-0.306106,-0.877636,-0.490936,-0.695049,-0.163838,-0.785765,-0.10956,-0.785209,-0.710791,-0.140659,-0.660443
TCGA.AA.3518.01A,-0.522011,-0.325219,-0.025918,-0.679221,-1.069607,-0.957009,-1.383685,-0.311665,-0.302519,-0.154228,-0.184903,-0.398218,0.155119,-0.634894,-0.873372,-1.212823,0.55474,-0.792708,-0.589484,-1.571202,-0.854717,1.028918,-0.741723,0.081158,-1.002574,-1.083569,-0.400662,0.449512,0.251605,-1.103732,-1.241214,-0.867931,0.474232,-0.69084,-0.804856,-0.518691,-0.074096,-1.000218,-0.484428,0.646894,-0.602484,0.582147,-0.786736,1.062838,-0.852967,-0.141151,1.260494,-0.535947,-0.0543,-0.077968,-0.819706,-0.193107,0.017064,-0.528626,-0.784078,-1.174344,-0.246178,-1.28143,-0.768443,2.475431,1.013442,-0.486787,-0.850705,-0.798127,0.033387,-0.700402,-0.447988,-1.228735,-1.173841,1.169615,-1.724846,-1.261532,-0.816726,-1.208493,0.197987,-0.913482,-0.604282,-0.430349,0.064445,-0.29031,-0.71146,0.722697,-0.774436,0.149993,0.037106,-0.585892,-0.787939,-1.535301,-0.150663,-0.05432,-0.778845,-0.862589,-0.665184,-1.043013,-0.164082,-1.189542,1.92128,-1.208691,0.018812,0.306014,-0.271461,-1.437028,0.011226,-0.565084,2.990106,-1.635435,-0.786642,-0.909249,0.375179,-0.584331,-0.034858,-0.452842,-1.2137,-0.818911,-0.0573,-0.525221,1.449311,-0.403867,-0.009521,-0.003453,-0.870693,-0.88488,-0.762453,0.336422,-0.720904,-0.083238,-0.692842,3.175406,-0.177974,-0.271771,3.237022,0.226606,-0.508116,-0.185452,-0.710633,-0.997821,-0.435079,-1.227088,0.027676,9.526798,0.598571,0.216642,-0.817694,-0.475398,0.762431,-0.618003,0.202585,0.688906,0.335949,-0.547153,-0.72611,-0.69871,1.019914,-0.295005,-0.475279,-1.098535,1.17381,-0.319963,-0.539887,-0.495157,-0.712985,-0.560728,1.811198,-0.365203,-1.202848,3.54734,-0.95732,-0.706864,-0.719295,-0.789412,-0.803245,-0.334163,-0.237777,0.288423,-0.784573,-0.334882,-0.599709,-0.680964,-0.664597,-0.339377,9.52607,0.045769,0.694143,-0.208649,-0.05409,0.803896,-1.242691,-0.123125,0.393529,-0.960003,-1.024408,-0.450342,-0.73058,-0.742813,-0.134975,9.53553,-0.318901,-0.616237,0.335522,-0.946918
TCGA.AA.3525.01A,-0.649108,-0.28254,0.1055,-0.697413,-1.017299,-1.425419,-1.017139,-0.302039,-0.767271,-0.257057,-0.796006,-1.123569,-0.940466,-0.774775,-0.707711,-1.036833,-0.987561,-1.461024,-0.87341,-1.384578,-0.854717,0.241798,-0.793142,-0.440226,-0.331108,-0.714461,-1.211762,0.51236,0.052958,-1.348969,-1.547403,-0.875655,1.59868,-0.715368,-0.981203,-1.500045,-1.236507,-0.393677,0.112088,0.306832,-0.753884,0.192093,-0.828647,-0.618517,-0.852967,0.176196,-0.671762,-0.763875,-0.24955,-0.16246,-0.779368,-0.987044,-1.077782,-0.901232,-0.478949,-1.344632,-0.251717,-1.397346,-0.949683,1.612166,1.135288,-0.587624,-1.49309,-0.658801,-0.825329,-0.688712,-0.52262,-1.129055,-0.012809,1.29077,-0.834996,-0.954032,-0.707769,-1.257467,0.571773,-0.521805,-0.95591,-0.431407,-0.588491,-0.254486,-0.700442,0.327059,-1.061646,1.504686,1.43506,-0.551602,-0.748494,-0.473071,-0.302817,-0.237991,-0.758381,-0.781459,-0.67488,-0.671593,-0.287699,-1.503672,0.37517,-1.239851,-1.021689,-0.036655,-0.894114,-1.437028,-0.9654,-0.630708,-0.025521,-1.618018,-0.619708,-0.965779,-0.608208,-0.868684,-0.856387,-0.40564,-0.734433,-0.961056,0.303185,-0.737018,-0.639356,-0.90574,-0.682132,0.088884,-1.016886,-0.851738,-0.645049,-0.573906,-1.021654,-0.859722,-0.677731,-0.358199,-0.720775,-0.701835,1.532332,-1.427325,-0.30414,-0.970314,-0.809319,-1.211739,-0.394207,-2.074582,-0.689875,-0.099655,0.102233,-0.378929,-0.839116,0.732219,-0.710397,-0.432278,-0.853662,-0.422431,-0.755972,-1.302609,-1.450567,-0.580526,0.175192,-0.889572,-0.07205,-0.692068,-0.946461,-0.719182,-0.924757,-0.584029,-0.694153,-0.270259,-0.564204,-1.143261,-1.163947,2.200143,-0.759178,-0.246352,-0.760299,-0.0084,-0.823429,-1.233742,1.937801,0.775516,-1.367304,0.008389,-0.746108,-0.846781,-0.622079,-0.853241,-0.111351,-0.124926,-0.03458,-0.60115,-0.609565,-0.738281,-1.168587,-0.165255,0.586046,-0.813337,-0.863932,-0.728811,-1.045118,-0.898002,-1.043148,-0.09986,-0.609831,-1.035385,-1.131159,-0.831444
TCGA.AA.3561.01A,-0.53795,-0.268727,0.164917,-0.036366,-1.427136,-1.215904,-1.203608,-0.294794,2.022058,-1.05003,-1.026441,0.418984,0.181389,-1.581334,-0.442428,0.067691,-0.779111,-0.917677,-1.188789,0.691335,-0.731024,-0.352428,-0.343936,-0.874233,-1.477432,-1.083569,-0.503414,-1.356451,-1.877769,-1.20062,-0.907241,-0.760219,-0.52683,-0.624805,-0.731187,-0.021221,-0.23843,-1.082064,1.1825,-0.134722,-0.109342,-0.529034,-0.881618,2.172172,-0.852967,0.421469,-0.326291,-0.984391,-0.355067,-0.228167,-0.543539,0.138562,-1.069589,0.122254,-1.191551,-0.140221,1.092561,-1.198778,-0.596072,-0.019072,1.48822,-0.725586,-0.599807,-0.673305,1.14114,0.261048,-0.70405,-0.96473,0.390134,0.497552,-1.209154,-1.253679,0.60282,-0.92303,-0.541187,-0.005878,-0.72037,1.125077,-1.192521,0.478718,0.120386,-1.155582,-0.421925,1.814138,0.924365,0.15022,-0.268439,-0.610368,-0.064403,-0.790148,-0.82326,-0.371335,1.696365,-1.043013,0.211924,-0.806694,0.392845,-1.069515,-0.986972,-0.142234,-1.34851,-1.012435,-0.566771,-0.462193,1.061834,-1.616562,-0.7343,-1.007355,-1.006741,0.187958,0.32925,-0.714677,-1.2137,-0.69357,-0.974648,-0.266662,-0.799825,-0.549974,-0.277272,1.355138,-0.72665,-0.72104,-0.525475,-1.17487,0.271887,0.445614,1.264329,0.041821,-0.800165,-1.18301,-0.914951,0.817304,0.155724,0.008254,-1.311794,-1.037557,-0.458291,0.261568,3.771027,-0.037561,-0.510551,-0.330599,-0.927416,-0.676866,-0.774528,-0.625956,-1.303858,0.670924,-0.456636,-0.710469,-0.840651,-0.599413,-1.008583,-0.984431,1.205077,-0.578673,-1.84908,0.134863,-0.25166,-0.695691,-1.566452,-0.60986,0.346884,-0.306467,-0.969846,-0.747035,-0.95732,-1.422773,-0.704072,-0.368585,-1.281394,-0.708665,0.656884,-0.371652,-0.228621,-0.901321,-1.574054,-0.825743,-0.38828,-0.789561,0.012038,-0.030164,0.161421,2.632907,-0.87908,-0.0917,-1.221172,-0.101426,-1.183769,-0.805835,0.488784,-0.03361,-1.18997,-0.838176,-0.71916,-0.111521,-0.93299,-1.406888,3.76603,-1.025395
TCGA.AA.3562.01A,-0.148833,-0.128712,-0.521229,-0.185035,0.85496,0.445596,-0.137884,-0.127347,0.099092,-0.793157,-0.909601,0.941075,-0.53928,0.307458,-0.545038,-0.541007,-0.708478,0.270354,-0.22924,0.195314,-0.171787,-1.021757,-0.546146,-0.135117,0.486095,-0.085327,-0.440394,0.439306,1.04104,-0.193211,0.31934,-0.7066,0.228243,-0.261028,-0.416503,-0.319967,-0.153923,0.819259,-0.044732,0.41584,-0.816969,-0.551186,-0.815488,-0.106175,-0.347542,-0.109153,-0.83851,-0.514558,-0.283725,-0.844983,-0.24461,-0.422078,0.951856,-0.246187,-0.254497,-0.328645,-0.291395,-0.298623,0.420069,-0.133556,0.045845,0.054917,0.075732,-0.89595,-0.082391,-0.645765,-0.760116,-0.826373,0.134482,0.230053,-0.157827,-0.505254,-0.588461,-0.187139,-0.580585,0.726311,-0.222055,-0.342998,-0.658142,-0.730036,-0.473209,1.517589,0.098096,1.174353,-0.057678,-0.541854,-0.704996,0.810488,-0.28368,-0.379528,0.357344,0.309239,0.48375,-0.164082,0.11741,0.293005,-0.761638,-0.816107,-0.648285,-0.410325,-0.574176,0.054758,-0.18764,-0.530465,0.173161,-0.707226,-0.390883,-0.354844,-0.553507,-0.562123,-0.955818,-0.392222,-0.24158,-0.318298,-0.709304,0.011981,-0.162841,-0.667651,-0.426584,0.115133,0.083631,-0.202428,0.434183,0.018384,-0.055178,-0.849506,0.350983,-0.367516,-0.196716,0.091381,-0.183697,-0.241575,-0.504384,-0.321747,-0.162808,0.169726,-0.468843,-1.03762,0.154709,-0.078441,0.088912,-0.038023,-0.354568,-0.439615,-0.686623,-0.350174,-0.878632,-0.142551,0.644161,-0.361804,-0.680694,0.444855,-0.412328,-0.067993,-0.282712,0.049462,-0.224871,-0.798107,-0.841089,-0.956604,0.293286,0.624684,-0.245564,0.206655,0.088749,0.737411,-0.287486,0.316623,-0.67642,-0.261356,0.149623,-0.418462,0.067694,1.298841,0.073137,-0.350449,0.310237,-0.41152,-0.563515,-0.540492,-0.107591,0.099918,-0.198767,-0.670424,-0.087137,-0.227011,0.068741,-0.282933,0.471278,-0.11514,-0.698906,0.639249,-0.485656,-0.196263,0.125901,-0.113483,-0.496004,0.25241,-0.294771,-0.887644
